DEPTH,R4,COND,SP,GR,AC
1959.375,1.447,611.926,31.321,84.359,373.584
1959.5,1.224,601.227,31.209,86.829,369.033
1959.625,1.098,586.003,31.098,88.344,358.691
1959.75,1.045,569.334,30.991,88.973,344.176
1959.875,1.276,555.072,30.933,87.831,318.646
1960,1.524,537.405,30.789,86.925,302.204
1960.125,1.693,522.118,30.688,86.704,289.205
1960.25,1.975,500,30.587,85.119,293.175
1960.375,2.15,464.031,30.487,82.449,303.587
1960.5,2.358,435.556,30.386,78.976,316.867
1960.625,2.509,412.192,30.285,75.303,267.961
1960.75,2.674,380.207,30.285,73.034,264.525
1960.875,2.758,360.885,30.184,70.044,281.665
1961,2.853,335.28,30.083,68.094,310.626
1961.125,2.894,324.33,30.083,66.351,326.832
1961.25,2.735,338.215,30.083,65.507,337.315
1961.375,2.486,358.891,30.083,64.628,344.418
1961.5,2.316,391.89,30.183,63.791,350.452
1961.625,2.118,409.831,30.447,65.409,353.625
1961.75,1.993,436.957,30.774,67.286,359.729
1961.875,1.889,461.327,30.971,69.104,364.077
1962,1.823,479.189,31.182,71.622,371.593
1962.125,1.739,511.911,31.495,73.4,372.594
1962.25,1.694,535.369,31.807,74.624,370.491
1962.375,1.65,559.892,32.119,75.89,355.631
1962.5,1.709,585.533,32.416,77.184,354.867
1962.625,1.901,603.152,32.622,78.235,375.759
1962.75,2.235,608.181,32.854,78.837,391.487
1962.875,2.612,611.917,33.166,77.834,403.796
1963,2.967,611.916,33.297,79.038,405.733
1963.125,3.216,616.034,33.495,77.751,391.494
1963.25,3.44,620.808,33.606,76.817,380.15
1963.375,3.278,628.349,33.71,76.08,367.116
1963.5,2.947,629.829,33.789,77.658,357.844
1963.625,2.499,629.829,33.885,76.723,351.599
1963.75,2.039,629.828,33.989,76.388,354.393
1963.875,1.76,629.828,34.023,78.636,358.496
1964,1.567,629.828,34.101,77.633,362.6
1964.125,1.625,628.443,34.113,78.996,366.909
1964.25,1.89,620.805,34.131,77.37,372.013
1964.375,2.179,611.913,34.209,78.636,377.91
1964.5,2.427,604.815,34.214,76.497,384.014
1964.625,2.712,603.147,34.213,74.624,392.632
1964.75,3.027,603.147,34.213,74.637,386.739
1964.875,3.274,594.507,34.255,73.676,390.776
1965,3.499,594.219,34.314,72.251,399.912
1965.125,3.624,584.833,34.314,72.977,414.534
1965.25,3.778,575.57,34.262,73.808,438.671
1965.375,3.748,566.481,34.213,72.734,450.605
1965.5,3.517,553.132,34.154,71.317,437.887
1965.625,3.392,553.132,34.049,69.74,414.921
1965.75,3.267,545.209,34.011,68.626,406.054
1965.875,3.061,545.209,33.941,67.292,408.606
1966,2.86,545.209,33.91,66.669,399.334
1966.125,2.726,545.208,33.833,68.46,385.334
1966.25,2.478,545.208,33.809,69.381,350.444
1966.375,2.273,545.208,33.725,70.602,326.741
1966.5,2.057,553.131,33.708,71.857,330.713
1966.625,1.847,542.152,33.708,74.126,336.868
1966.75,1.677,512.797,33.708,75.737,342.161
1966.875,1.572,502.903,33.708,78.061,341.473
1967,1.487,492.839,33.707,80.433,318.201
1967.125,1.447,492.839,33.629,82.128,312.786
1967.25,1.407,503.282,33.599,80.025,327.066
1967.375,1.383,510.98,33.506,78.116,340.787
1967.5,1.366,514.637,33.506,79.576,358.406
1967.625,1.326,516.295,33.506,80.841,365.612
1967.75,1.286,529.701,33.417,81.125,358.995
1967.875,1.286,537.398,33.405,81.001,341.583
1968,1.246,537.398,33.404,81.089,328.374
1968.125,1.318,537.398,33.33,84.085,315.369
1968.25,1.443,537.398,33.303,82.535,308.615
1968.375,1.527,537.398,33.303,81.481,310.479
1968.5,1.67,537.398,33.303,80.841,316.34
1968.625,1.736,537.397,33.303,80.257,322.052
1968.75,1.781,537.397,33.253,80.053,327.547
1968.875,1.808,537.397,33.202,79.43,332.683
1969,1.808,545.206,33.202,78.95,343.896
1969.125,1.808,553.128,33.202,78.586,362.102
1969.25,1.794,559.452,33.202,77.998,368.309
1969.375,1.768,569.318,33.202,77.832,375.067
1969.5,1.768,577.59,33.202,77.832,380.17
1969.625,1.728,594.026,33.202,78.627,386.928
1969.75,1.728,611.871,33.202,80.044,397.135
1969.875,1.728,629.809,33.202,81.588,407.481
1970,1.688,659.587,33.201,83.234,419.511
1970.125,1.688,699.774,33.201,84.693,426.754
1970.25,1.688,731.859,33.201,86.491,431.792
1970.375,1.654,754.418,33.201,87.515,432.622
1970.5,1.632,770.753,33.201,89.091,433.622
1970.625,1.607,781.951,33.201,90.854,433.623
1970.75,1.607,793.312,33.201,93.11,427.869
1970.875,1.607,793.311,33.201,94.001,417.56
1971,1.607,793.31,33.201,92.916,394.831
1971.125,1.607,793.309,33.201,93.517,389.521
1971.25,1.607,781.946,33.201,92.072,395.625
1971.375,1.638,770.747,33.2,93.213,399.677
1971.5,1.728,751.764,33.2,90.544,398.595
1971.625,1.768,738.103,33.104,87.071,386.081
1971.75,1.768,724.041,33.099,84.401,370.802
1971.875,1.728,709.18,32.962,82.534,347.073
1972,1.667,697.99,32.898,80.667,340.112
1972.125,1.644,696.717,32.767,77.195,357.076
1972.25,1.607,686.738,32.555,74.692,373.11
1972.375,1.607,676.903,32.342,74.021,389.42
1972.5,1.626,667.208,32.028,77.049,392.429
1972.625,1.739,660.519,31.539,77.575,368.812
1972.75,1.835,648.234,30.81,76.531,351.66
1972.875,1.96,474.645,30.481,76.434,314.594
1973,2.164,453.87,29.865,78.363,309.528
1973.125,2.29,439.709,29.33,76.607,315.286
1973.25,2.371,414.993,28.903,78.094,320.941
1973.375,2.331,390.991,28.318,75.619,327.011
1973.5,2.352,362.692,27.95,72.298,325.042
1973.625,2.546,337.541,27.524,69.033,303.733
1973.75,2.729,312.072,27.074,66.558,286.634
1973.875,2.96,293.216,26.773,64.394,296.152
1974,3.358,272.415,26.496,65.874,310.186
1974.125,3.715,253.862,26.335,68.494,322.392
1974.25,3.67,237.39,26.122,70.403,335.599
1974.375,3.538,225.17,26.011,67.936,341.222
1974.5,3.373,204.643,25.84,66.122,345.636
1974.625,3.295,192.987,25.739,64.954,340.946
1974.75,3.295,187.022,25.676,66.759,333.792
1974.875,3.323,176.261,25.638,68.706,327.637
1975,3.454,168.544,25.638,69.769,314.02
1975.125,3.719,158.857,25.638,71.174,290.011
1975.25,4.322,153.217,25.638,72.091,265.014
1975.375,4.686,151.023,25.643,70.077,239.979
1975.5,5.088,151.023,25.751,68.902,227.085
1975.625,5.34,151.024,25.907,71.724,226.504
1975.75,5.505,151.024,26.187,72.671,257.986
1975.875,5.29,153.219,26.599,71.648,314.295
1976,4.854,153.22,26.911,71.226,335.502
1976.125,4.471,155.446,27.223,71.005,345.708
1976.25,4.079,160.981,27.636,71.124,350.781
1976.375,3.833,168.35,27.948,72.786,353.885
1976.5,3.638,176.064,28.26,75.385,355.643
1976.625,3.543,189.513,28.673,76.897,357.092
1976.75,3.536,201.069,29.107,78.608,357.644
1976.875,3.536,216.273,29.514,80.298,357.644
1977,3.396,232.97,29.981,81.087,357.645
1977.125,3.163,251.312,30.55,80.929,357.645
1977.25,2.982,270.909,30.937,84.227,356.679
1977.375,2.691,299.045,31.485,86.574,353.576
1977.5,2.334,331.306,31.953,89.06,349.128
1977.625,2.069,361.792,32.232,88.824,337.992
1977.75,1.929,389.437,32.688,91.78,325.753
1977.875,2.128,407.27,33.101,92.973,311.748
1978,2.335,420.537,33.413,90.192,296.472
1978.125,2.578,432.845,33.712,86.977,294.648
1978.25,2.772,446.093,33.919,81.563,303.031
1978.375,2.853,459.828,34.025,78.673,319.134
1978.5,2.776,474.007,34.181,82.442,340.65
1978.625,2.629,488.603,34.269,78.168,356.063
1978.75,2.504,500,34.342,76.184,367.475
1978.875,2.395,511.749,34.498,76.75,378.269
1979,2.312,514.633,34.505,78.363,385.476
1979.125,2.25,522.109,34.505,79.835,393.652
1979.25,2.208,529.694,34.505,79.634,396.652
1979.375,2.161,676.872,34.505,80.872,395.929
1979.5,2.183,686.704,34.505,82.669,389.653
1979.625,2.468,696.68,34.505,84.964,391.584
1979.75,2.733,693.261,34.505,88.477,393.688
1979.875,2.981,679.568,34.504,91.52,388.973
1980,3.23,655.014,34.504,91.221,371.958
1980.125,3.534,614.912,34.504,88.249,329.583
1980.25,3.769,571.284,34.504,88.456,299.862
1980.375,3.936,538.439,34.504,87.433,283.553
1980.5,4.103,522.108,34.504,85.788,279.657
1980.625,4.225,507.263,34.504,84.142,296.221
1980.75,4.42,500,34.504,82.295,322.703
1980.875,4.384,502.026,34.504,80.054,340.558
1981,4.059,517.484,34.422,78.216,359.007
1981.125,3.704,529.692,34.403,76.992,376.177
1981.25,3.437,529.692,34.403,76.57,385.211
1981.375,3.065,529.692,34.403,76.024,394.039
1981.5,2.693,529.692,34.402,77.309,370.769
1981.625,2.491,529.692,34.402,80.269,296.721
1981.75,2.411,529.692,34.402,82.054,285.279
1981.875,2.635,537.386,34.402,83.519,281.455
1982,2.853,545.192,34.402,84.784,292.25
1982.125,2.813,545.192,34.488,86.25,317.662
1982.25,2.655,545.192,34.503,85.787,345.869
1982.375,2.502,545.192,34.503,83.961,342.427
1982.5,2.377,538.788,34.502,82.979,325.415
1982.625,2.213,537.386,34.603,83.526,323.325
1982.75,2.087,537.385,34.603,83.636,340.219
1982.875,1.985,537.385,34.662,82.516,349.907
1983,1.883,553.111,34.704,81.894,363.39
1983.125,1.82,569.939,34.773,82.205,353.011
1983.25,1.768,577.566,34.821,85.419,355.457
1983.375,1.736,585.955,34.905,86.851,365.767
1983.5,1.687,587.932,34.905,85.764,376.94
1983.625,1.687,594.466,34.995,84.943,371.94
1983.75,1.882,594.466,35.005,87.93,333.595
1983.875,2.11,594.465,35.005,90.84,300.426
1984,2.372,586.896,35.106,89.616,291.772
1984.125,2.539,569.369,35.106,88.053,308.596
1984.25,2.467,564.794,35.207,88.129,331.7
1984.375,2.204,559.518,35.248,88.8,379.531
1984.5,2.046,553.109,35.307,89.644,384.634
1984.625,1.829,572.648,35.389,89.443,387.671
1984.75,1.712,585.952,35.494,88.219,380.98
1984.875,1.647,594.463,35.509,87.707,371.293
1985,1.647,563.391,35.605,89.283,360.788
1985.125,1.854,537.383,35.609,90.741,350.336
1985.25,2.096,529.954,35.609,92.74,332.97
1985.375,2.195,514.631,35.609,93.327,320.219
1985.5,2.338,510.407,35.609,92.581,306.88
1985.625,2.41,500,35.71,91.322,302.777
1985.75,2.482,500,35.709,88.453,301.675
1985.875,2.585,500,35.709,85.985,300.881
1986,2.647,500,35.709,83.919,312.198
1986.125,2.652,500,35.68,81.651,322.613
1986.25,2.612,500,35.608,79.265,332.922
1986.375,2.568,500,35.572,77.337,345.713
1986.5,2.483,507.262,35.507,80.206,355.609
1986.625,2.318,522.105,35.498,81.436,363.851
1986.75,2.144,529.689,35.406,84.035,366.678
1986.875,1.947,537.382,35.39,85.618,358.958
1987,1.822,537.382,35.305,86.047,345.545
1987.125,1.728,537.382,35.282,87.851,333.122
1987.25,1.728,537.382,35.204,87.001,321.953
1987.375,1.965,531.933,35.108,87.858,313.162
1987.5,2.129,516.04,35.103,90.948,306.232
1987.625,2.17,507.881,35.003,89.012,309.784
1987.75,2.17,500,34.941,86.316,315.336
1987.875,2.122,485.786,34.902,85.645,303.64
1988,2.089,478.832,34.901,85.299,297.683
1988.125,2.089,471.976,34.824,84.456,301.65
1988.25,2.129,465.22,34.8,83.198,304.718
1988.375,2.273,456.77,34.8,82.168,305.684
1988.5,2.481,446.659,34.8,80.55,303.408
1988.625,2.703,439.146,34.8,79.202,296.116
1988.75,2.884,421.434,34.747,77.633,288.958
1988.875,3.06,408.847,34.699,76.388,284.304
1989,3.184,396.984,34.598,75.745,279.995
1989.125,3.309,391.301,34.498,75.22,287.862
1989.25,3.473,391.301,34.497,78.145,303.378
1989.375,3.302,393.418,34.497,77.225,323.687
1989.5,2.642,405.53,34.497,76.824,340.894
1989.625,2.148,436.507,34.537,77.266,357.512
1989.75,1.85,463.121,34.598,78.151,367.998
1989.875,1.684,500,34.699,79.596,373.103
1990,1.603,536.553,34.708,81.449,373.171
1990.125,1.561,561.135,34.799,83.612,370.69
1990.25,1.527,585.941,34.799,85.734,371.69
1990.375,1.527,596.215,34.799,86.411,371.691
1990.5,1.591,603.084,34.799,87.42,365.9
1990.625,1.661,603.084,34.799,88.27,350.458
1990.75,1.796,581.538,34.799,89.709,331.995
1990.875,1.983,548.132,34.799,89.757,313.48
1991,2.169,524.112,34.798,87.98,298.656
1991.125,2.336,504.206,34.798,85.554,288.245
1991.25,2.569,486.206,34.798,86.446,281.141
1991.375,2.783,464.889,34.736,84.849,281.352
1991.5,2.973,445.047,34.697,83.183,284.455
1991.625,3.053,435.194,34.675,81.115,289.49
1991.75,3.053,420.559,34.596,76.63,293.34
1991.875,3.04,411.784,34.513,74.898,296.301
1992,3.013,401.105,34.495,73.865,300.869
1992.125,2.973,389.413,34.399,72.959,303.335
1992.25,2.933,380.796,34.394,72.337,306.076
1992.375,2.933,377.774,34.394,71.515,304.243
1992.5,3.037,369.378,34.394,74.051,298.286
1992.625,3.172,368.908,34.394,76.007,302.389
1992.75,3.31,364.091,34.394,76.018,298.905
1992.875,3.435,364.091,34.443,78.206,292.251
1993,3.628,369.379,34.595,76.823,293.7
1993.125,3.791,382.96,34.681,75.199,306.112
1993.25,3.897,390.202,34.797,75.945,322.114
1993.375,3.746,402.758,34.993,78.799,336.325
1993.5,3.412,413.995,35.149,80.465,351.117
1993.625,2.995,426.425,35.255,78.924,352.666
1993.75,2.606,445.53,35.401,80.604,342.46
1993.875,2.314,466.093,35.466,83.562,332.616
1994,2.119,480.439,35.622,85.939,324.049
1994.125,2.009,492.843,35.778,86.071,327.495
1994.25,1.969,500,35.864,86.671,334.777
1994.375,1.931,500,35.99,89.562,343.914
1994.5,1.928,507.261,36.005,92.202,347.948
1994.625,1.928,507.261,36.005,92.65,345.324
1994.75,1.928,514.628,36.005,90.072,310.706
1994.875,1.928,514.628,35.999,87.868,305.912
1995,1.928,522.101,35.893,87.654,316.289
1995.125,1.938,522.101,35.759,86.389,323.848
1995.25,2.02,522.101,35.63,85.669,329.708
1995.375,2.116,529.683,35.382,87.052,321.775
1995.5,2.241,537.375,35.233,87.847,313.708
1995.625,2.29,537.375,34.979,85.904,320.054
1995.75,2.29,545.178,34.707,83.838,325.836
1995.875,2.286,545.178,34.394,86.92,331.467
1996,2.25,530.419,33.979,87.846,336.019
1996.125,2.244,500,33.564,87.487,342.299
1996.25,2.209,484.999,33.234,86.705,335.566
1996.375,2.209,461.157,32.75,85.883,314.154
1996.5,2.274,443.433,32.495,85.071,297.021
1996.625,2.615,424.061,32.024,84.038,286.712
1996.75,3.004,408.613,31.693,83.236,276.395
1996.875,3.209,389.526,31.278,86.567,270.922
1997,3.273,380.906,30.965,85.453,278.026
1997.125,3.356,367.144,30.64,83.103,283.129
1997.25,3.455,359.023,30.237,81.328,286.715
1997.375,3.535,351.074,29.923,80.056,285.094
1997.5,3.575,343.7,29.639,78.992,285.077
1997.625,3.395,343.7,29.498,77.727,287.546
1997.75,3.109,348.691,29.117,76.822,291.583
1997.875,2.943,353.755,28.971,80.276,294.753
1998,2.704,358.893,28.658,82.751,297.856
1998.125,2.611,355.39,28.546,81.328,301.96
1998.25,3.216,349.785,28.334,84.514,306.063
1998.375,3.509,329.683,28.132,80.45,308.943
1998.5,3.841,312.97,28.041,78.003,311.27
1998.625,4.097,297.35,27.941,77.809,314.374
1998.75,4.234,288.265,27.786,80.478,317.1
1998.875,4.328,272.903,27.739,77.906,319.152
1999,4.411,259.809,27.638,75.058,320.72
1999.125,4.419,248.432,27.638,72.585,321.721
1999.25,4.383,238.626,27.537,68.901,321.721
1999.375,4.342,233.346,27.537,65.688,321.722
1999.5,4.318,227.715,27.537,65.901,321.722
1999.625,4.298,221.53,27.865,67.81,323.208
1999.75,4.298,219.837,28.313,66.566,323.723
1999.875,4.311,219.837,28.79,67.216,323.033
2000,4.403,223.816,29.156,69.087,315.136
2000.125,4.591,234.055,29.515,67.422,301.24
2000.25,4.909,243.181,29.963,69.807,290.725
2000.375,5.25,259.689,30.481,68.383,276.407
2000.5,5.503,271.561,30.852,67.402,264.098
2000.625,5.238,291.312,31.465,68.589,248.726
2000.75,4.364,310.131,32.188,70.031,260.972
2000.875,3.37,333.675,32.693,71.113,306.8
2001,2.849,370.196,33.206,72.384,329.591
2001.125,2.551,398.044,33.819,73.704,346.728
2001.25,2.386,426.68,34.309,75.148,308.592
2001.375,2.33,457.045,34.598,76.206,291.529
2001.5,2.403,478.837,35.056,75.431,314.984
2001.625,2.643,474.723,35.368,77.962,330.148
2001.75,2.812,453.943,35.68,79.675,338.003
2001.875,3.06,445.539,35.891,80.559,321.003
2002,3.341,439.162,36.152,81.499,306.937
2002.125,3.505,432.877,36.358,83.123,291.519
2002.25,3.703,432.877,36.525,82.432,277.759
2002.375,3.765,432.877,36.704,83.537,268.211
2002.5,3.816,447.636,36.604,85.757,281.187
2002.625,3.601,454.818,36.503,84.663,298.566
2002.75,3.423,458.572,36.503,85.666,319.873
2002.875,3.18,458.572,36.502,85.804,330.079
2003,2.97,465.23,36.502,85.237,322.528
2003.125,2.8,481.763,36.502,85.665,318.25
2003.25,2.6,503.428,36.502,87.434,341.626
2003.375,2.503,526.078,36.502,89.315,375.075
2003.5,2.424,546.426,36.502,90.662,400.8
2003.625,2.358,569.263,36.502,93.329,384.973
2003.75,2.275,589.03,36.502,94.835,364.943
2003.875,2.213,594.421,36.502,94.255,357.737
2004,2.169,603.051,36.502,96.058,365.841
2004.125,2.129,603.051,36.501,97.985,366.326
2004.25,2.174,594.42,36.501,99.928,360.274
2004.375,2.459,577.978,36.501,97.245,350.701
2004.5,2.704,569.262,36.501,93.445,344.209
2004.625,2.908,544.379,36.501,90.82,337.687
2004.75,3.033,528.896,36.501,92.817,327.206
2004.875,3.133,520.927,36.4,90.115,318.173
2005,3.213,514.624,36.4,89.058,308.941
2005.125,3.181,507.26,36.4,89.423,297.633
2005.25,3.056,502.725,36.299,84.579,288.463
2005.375,2.931,492.845,36.299,83.184,281.258
2005.5,2.81,482.881,36.299,84.041,279.434
2005.625,2.751,478.839,36.299,84.655,294.434
2005.75,2.636,471.987,36.299,84.925,306.623
2005.875,2.592,471.987,36.299,85.159,316.887
2006,2.571,471.987,36.299,87.136,325.266
2006.125,2.571,471.987,36.298,83.888,333.541
2006.25,2.611,471.987,36.399,83.232,342.679
2006.375,2.651,478.84,36.421,83.702,349.816
2006.5,2.651,490.45,36.5,88.545,313.919
2006.625,2.651,499.165,36.521,89.899,320.436
2006.75,2.647,506.324,36.599,91.751,332.073
2006.875,2.584,507.259,36.602,93.333,342.193
2007,2.562,515.227,36.701,95.007,354.512
2007.125,2.531,529.675,36.71,94.5,359.439
2007.25,2.49,545.167,36.814,90.569,344.397
2007.375,2.49,564.292,36.902,88.662,319.368
2007.5,2.49,577.522,36.921,87.239,296.75
2007.625,2.45,585.906,37.003,91.108,302.175
2007.75,2.41,585.906,37.062,90.321,319.005
2007.875,2.282,585.906,37.103,89.242,336.624
2008,2.077,585.905,37.203,87.915,357.412
2008.125,1.952,560.937,37.258,86.734,376.788
2008.25,1.928,536.397,37.304,85.511,366.404
2008.375,1.94,520.355,37.304,84.633,344.407
2008.5,2.077,504.816,37.304,89.173,324.271
2008.625,2.322,489.721,37.304,87.466,313.754
2008.75,2.526,471.989,37.304,85.814,318.791
2008.875,2.711,458.577,37.304,83.976,323.894
2009,2.895,453.628,37.304,81.282,318.543
2009.125,3.063,446.476,37.334,77.15,293.719
2009.25,3.224,442.462,37.404,75.036,279.616
2009.375,3.389,439.171,37.404,73.302,254.538
2009.5,3.274,439.171,37.404,74.753,275.36
2009.625,3.029,439.172,37.404,72.605,291.278
2009.75,2.869,452.016,37.418,70.862,300.621
2009.875,2.658,465.235,37.505,70.013,308.691
2010,2.473,475.973,37.504,69.391,313.828
2010.125,2.246,485.793,37.504,73.778,315.932
2010.25,2.125,492.845,37.504,72.701,318.035
2010.375,2.037,499.273,37.504,73.84,325.896
2010.5,1.96,507.259,37.504,76.203,334.728
2010.625,1.898,508.03,37.504,78.527,341.349
2010.75,1.848,514.623,37.504,81.98,344.761
2010.875,1.877,514.623,37.504,86.712,331.41
2011,2.034,514.623,37.504,85.516,319.174
2011.125,2.242,507.259,37.504,81.426,303.262
2011.25,2.37,495.474,37.504,80.003,290.445
2011.375,2.495,492.845,37.503,80.749,275.927
2011.5,2.539,485.793,37.503,80.439,279.7
2011.625,2.611,485.793,37.503,79.34,295.01
2011.75,2.611,485.793,37.503,79.623,309.837
2011.875,2.54,485.793,37.503,79.16,318.871
2012,2.457,485.793,37.503,78.621,331.352
2012.125,2.395,481.046,37.503,80.555,340.248
2012.25,2.37,478.842,37.503,81.039,346.697
2012.375,2.37,482.757,37.503,80.224,312.694
2012.5,2.37,488.143,37.503,82.484,290.046
2012.625,2.37,492.846,37.502,82.932,301.495
2012.75,2.278,492.846,37.502,82.504,310.804
2012.875,2.209,492.846,37.502,83.45,322.39
2013,2.179,492.846,37.502,82.096,331.32
2013.125,2.169,492.846,37.502,83.167,326.497
2013.25,2.203,492.846,37.502,82.075,310.206
2013.375,2.393,500,37.502,81.225,298.043
2013.5,2.526,500,37.502,81.646,296.704
2013.625,2.611,500,37.502,78.821,302.841
2013.75,2.654,500,37.502,79.049,307.944
2013.875,2.691,500,37.501,75.595,312.772
2014,2.691,500,37.501,73.861,314.772
2014.125,2.663,507.258,37.501,74.87,309.288
2014.25,2.569,508.228,37.501,73.46,310.949
2014.375,2.478,522.092,37.501,72.41,317.155
2014.5,2.395,530.961,37.501,73.73,324.95
2014.625,2.37,540.806,37.501,76.113,333.671
2014.75,2.33,553.072,37.501,78.019,337.775
2014.875,2.289,553.072,37.411,79.822,331.363
2015,2.249,561.1,37.4,79.221,320.357
2015.125,2.203,561.1,37.4,81.625,316.776
2015.25,2.161,561.1,37.4,79.372,317.192
2015.375,2.109,553.072,37.4,81.64,322.554
2015.5,2.089,553.071,37.399,82.026,325.858
2015.625,2.157,553.071,37.341,80.734,328.14
2015.75,2.289,553.071,37.298,79.491,329.778
2015.875,2.289,553.071,37.298,79.263,310.979
2016,2.289,553.071,37.278,80.403,307.779
2016.125,2.247,553.071,37.197,78.378,310.058
2016.25,2.169,553.071,37.197,77.594,315.644
2016.375,2.129,553.07,37.197,79.753,326.817
2016.5,2.306,553.07,37.196,78.585,339.678
2016.625,2.551,553.07,37.096,80.022,346.781
2016.75,2.796,553.07,37.096,78.758,325.812
2016.875,2.88,553.07,37.096,80.878,308.74
2017,2.705,553.07,37.023,83.145,298.192
2017.125,2.336,553.069,36.995,86.205,297.683
2017.25,2.042,553.069,36.995,88.808,312.062
2017.375,1.84,547.197,36.995,86.432,335.475
2017.5,1.767,545.156,36.995,88.801,358.336
2017.625,1.807,537.356,36.995,90.853,335.027
2017.75,1.797,537.356,36.995,92.985,324.24
2017.875,1.767,545.156,36.995,94.798,331.961
2018,1.692,545.156,36.894,94.692,339.323
2018.125,1.653,545.155,36.894,91.522,348.374
2018.25,1.606,545.155,36.894,91.44,354.581
2018.375,1.689,535.128,36.893,88.435,351.787
2018.5,1.893,523.292,36.893,85.188,330.17
2018.625,2.017,501.566,36.893,83.427,299.952
2018.75,2.142,479.57,36.893,87.746,283.164
2018.875,2.22,461.915,36.893,86.983,271.544
2019,2.31,457.941,36.893,82.307,270.344
2019.125,2.447,437.912,36.893,78.121,281.032
2019.25,2.565,424.819,36.893,75.669,287.239
2019.375,2.643,414.585,36.893,73.88,290.621
2019.5,2.691,408.654,36.956,72.437,288.925
2019.625,2.691,402.807,37.026,71.601,258.792
2019.75,2.691,402.807,37.089,70.951,266.489
2019.875,2.591,408.654,37.094,70.157,278.899
2020,2.45,414.586,37.159,69.404,287.484
2020.125,2.468,420.603,37.194,68.914,296.69
2020.25,2.553,419.754,37.194,72.181,292.475
2020.375,2.61,408.655,37.236,75.344,288.452
2020.5,2.651,408.655,37.295,77.872,293.555
2020.625,2.5,408.656,37.295,79.565,300.386
2020.75,2.329,430.14,37.395,81.112,306.729
2020.875,2.233,449.811,37.395,83.053,314.935
2021,2.163,474.592,37.395,82.085,324.142
2021.125,2.075,491.917,37.395,79.965,334.348
2021.25,1.989,514.619,37.395,79.219,341.555
2021.375,1.937,537.353,37.395,81.697,339.282
2021.5,1.854,545.152,37.395,84.421,346.974
2021.625,1.847,545.152,37.395,87.446,355.871
2021.75,1.847,545.152,37.395,90.153,363.387
2021.875,1.926,545.152,37.394,92.197,302.417
2022,2.131,545.151,37.394,89.635,280.8
2022.125,2.329,545.151,37.394,89.434,290.118
2022.25,2.244,545.151,37.394,87.749,300.01
2022.375,2.113,552.359,37.394,86.167,321.362
2022.5,1.988,561.09,37.394,85.98,339.462
2022.625,1.933,569.233,37.394,83.41,356.838
2022.75,1.847,577.494,37.394,81.498,369.666
2022.875,1.807,577.494,37.394,83.95,377.527
2023,1.844,569.232,37.394,86.343,376.322
2023.125,1.969,548.777,37.393,89.993,335.138
2023.25,2.142,534.858,37.36,93.268,305.55
2023.375,2.362,523.995,37.298,95.899,282.526
2023.5,2.662,522.087,37.292,95.448,273.805
2023.625,2.907,507.587,37.292,92.23,273.805
2023.75,3.13,496.181,37.29,90.511,275.256
2023.875,3.213,485.797,37.191,88.1,287.024
2024,3.078,478.848,37.191,86.105,303.437
2024.125,2.633,476.271,37.122,84.571,322.85
2024.25,2.372,471.998,37.09,85.892,343.398
2024.375,2.209,465.246,37.037,89.42,357.741
2024.5,2.267,460.667,36.989,89.032,349.321
2024.625,2.559,458.591,36.989,89.737,334.6
2024.75,2.784,442.688,36.889,92.057,314.706
2024.875,2.989,426.715,36.888,94.191,298.282
2025,3.092,417.271,36.888,94.749,287.356
2025.125,2.959,402.207,36.827,87.124,281.811
2025.25,2.897,393.311,36.787,82.532,284.502
2025.375,2.891,379.109,36.787,76.461,290.399
2025.5,2.891,372.006,36.787,72.65,296.657
2025.625,2.934,364.173,36.787,71.006,296.812
2025.75,3.058,360.354,36.787,69.984,289.707
2025.875,3.182,358.964,36.787,69.61,286.209
2026,3.314,358.965,36.787,73.409,281.189
2026.125,3.462,358.965,36.787,73.243,278.399
2026.25,3.596,358.965,36.787,72.809,276.814
2026.375,3.482,370.794,36.887,73.258,300.542
2026.5,3.16,389.738,36.887,74.956,322.437
2026.625,2.779,415.967,36.988,74.881,338.607
2026.75,2.486,436.429,36.988,74.024,350.607
2026.875,2.202,463.008,37.071,77.208,364.817
2027,2.088,477.275,37.088,75.957,361.841
2027.125,2.263,485.798,37.088,76.456,345.469
2027.25,2.388,492.848,37.189,80.095,324.4
2027.375,2.472,500,37.189,81.6,299.024
2027.5,2.623,500,37.189,82.622,279.601
2027.625,2.65,500,37.231,82.29,279.134
2027.75,2.691,500,37.289,81.165,293.862
2027.875,2.691,500,37.289,80.255,308.411
2028,2.648,500,37.289,78.035,318.687
2028.125,2.539,500,37.289,77.629,313.333
2028.25,2.398,500,37.289,80.122,291.303
2028.375,2.273,500,37.352,82.059,316.476
2028.5,2.198,507.256,37.389,83.236,339.959
2028.625,2.116,511.379,37.389,84.913,364.268
2028.75,2.073,522.085,37.389,87.463,368.472
2028.875,2.008,539.945,37.389,86.441,360.096
2029,1.969,561.081,37.389,89.065,351.442
2029.125,1.968,577.483,37.389,90.549,344.134
2029.25,1.968,585.862,37.389,92.835,337.825
2029.375,1.922,594.364,37.389,94.775,346.134
2029.5,1.816,594.364,37.388,92.593,356.047
2029.625,1.737,602.816,37.388,93.222,369.415
2029.75,1.687,602.988,37.388,94.954,379.657
2029.875,1.675,584.422,37.388,93.027,384.309
2030,1.879,542.971,37.388,93.034,365.237
2030.125,2.16,497.267,37.388,92.088,334.861
